SID,SVOLT,SOV,TORN,SORN,TSN,TEMP,CURRENT
537,55.0,7.0,1,9,3-23-4557,36.25,-7.507244e-06
537,55.0,7.0,1,10,3-23-4557,36.187,-8.440857e-06
537,55.0,7.0,1,11,3-23-4557,36.25,-1.006846e-05
537,55.0,7.0,1,12,3-23-4557,36.25,-1.011702e-05
537,55.0,7.0,1,13,3-23-4557,36.25,-1.11695e-05
537,55.0,7.0,1,14,3-23-4557,36.187,-8.943404e-06
537,55.0,7.0,1,15,3-23-4557,36.187,-8.566486e-06
537,55.0,7.0,1,16,3-23-4557,36.25,-9.457569e-06
537,55.0,7.0,2,1,3-23-4558,37.125,-9.751951e-06
537,55.0,7.0,2,2,3-23-4558,37.187,-6.69835e-06
537,55.0,7.0,2,3,3-23-4558,37.125,-6.997301e-06
537,55.0,7.0,2,4,3-23-4558,37.187,-1.168716e-05
537,55.0,7.0,2,5,3-23-4558,37.187,-9.923217e-06
537,55.0,7.0,2,6,3-23-4558,37.125,-6.323015e-06
537,55.0,7.0,2,7,3-23-4558,37.125,-6.999053e-06
537,55.0,7.0,2,8,3-23-4558,37.187,-1.07482e-05
537,55.0,7.0,2,9,3-23-4558,37.187,-1.007253e-05
537,55.0,7.0,2,10,3-23-4558,37.125,-8.211791e-06
537,55.0,7.0,2,11,3-23-4558,37.125,-6.998444e-06
537,55.0,7.0,2,12,3-23-4558,37.187,-1.228383e-05
537,55.0,7.0,2,13,3-23-4558,37.187,-1.057189e-05
537,55.0,7.0,2,14,3-23-4558,37.187,-1.022486e-05
537,55.0,7.0,2,15,3-23-4558,37.187,-7.232018e-06
537,55.0,7.0,2,16,3-23-4558,37.187,-1.185688e-05
537,55.0,7.0,3,1,3-23-4559,37.062,-8.901468e-06
537,55.0,7.0,3,2,3-23-4559,37.125,-9.337784e-06
537,55.0,7.0,3,3,3-23-4559,37.062,-6.913563e-06
537,55.0,7.0,3,4,3-23-4559,37.062,-7.201056e-06
537,55.0,7.0,3,5,3-23-4559,37.062,-1.131838e-05
537,55.0,7.0,3,6,3-23-4559,37.062,-9.363465e-06
537,55.0,7.0,3,7,3-23-4559,37.062,-8.117778e-06
537,55.0,7.0,3,8,3-23-4559,37.062,-7.719577e-06
537,55.0,7.0,3,9,3-23-4559,37.125,-1.271306e-05
537,55.0,7.0,3,10,3-23-4559,37.062,-9.76003e-06
537,55.0,7.0,3,11,3-23-4559,37.062,-8.664742e-06
537,55.0,7.0,3,12,3-23-4559,37.125,-7.008197e-06
537,55.0,7.0,3,13,3-23-4559,37.062,-1.296719e-05
537,55.0,7.0,3,14,3-23-4559,37.125,-9.065524e-06
537,55.0,7.0,3,15,3-23-4559,37.062,-7.815533e-06
537,55.0,7.0,3,16,3-23-4559,37.125,-7.74344e-06
537,55.0,7.0,4,1,3-23-4560,37.062,-8.436445e-06
537,55.0,7.0,4,2,3-23-4560,37.125,-6.534377e-06
537,55.0,7.0,4,3,3-23-4560,37.125,-7.271909e-06
537,55.0,7.0,4,4,3-23-4560,37.125,-6.917325e-06
537,55.0,7.0,4,5,3-23-4560,37.125,-8.539363e-06
537,55.0,7.0,4,6,3-23-4560,37.125,-6.552372e-06
537,55.0,7.0,4,7,3-23-4560,37.062,-6.997239e-06
537,55.0,7.0,4,8,3-23-4560,37.125,-7.934877e-06
537,55.0,7.0,4,9,3-23-4560,37.125,-8.685165e-06
537,55.0,7.0,4,10,3-23-4560,37.125,-7.708046e-06
537,55.0,7.0,4,11,3-23-4560,37.125,-6.951595e-06
537,55.0,7.0,4,12,3-23-4560,37.125,-7.371748e-06
537,55.0,7.0,4,13,3-23-4560,37.125,-8.538216e-06
537,55.0,7.0,4,14,3-23-4560,37.187,-8.37824e-06
537,55.0,7.0,4,15,3-23-4560,37.125,-7.16971e-06
537,55.0,7.0,4,16,3-23-4560,37.187,-7.53779e-06
537,55.0,7.0,5,1,3-24-4561,37.187,-7.039664e-06
537,55.0,7.0,5,2,3-24-4561,37.187,-6.433188e-06
537,55.0,7.0,5,3,3-24-4561,37.25,-7.141818e-06
537,55.0,7.0,5,4,3-24-4561,37.25,-7.26563e-06
537,55.0,7.0,5,5,3-24-4561,37.187,-6.717816e-06
537,55.0,7.0,5,6,3-24-4561,37.187,-6.378783e-06
537,55.0,7.0,5,7,3-24-4561,37.187,-7.146039e-06
537,55.0,7.0,5,8,3-24-4561,37.187,-7.856951e-06
537,55.0,7.0,5,9,3-24-4561,37.25,-6.133116e-06
537,55.0,7.0,5,10,3-24-4561,37.187,-7.1618e-06
537,55.0,7.0,5,11,3-24-4561,37.187,-7.334517e-06
537,55.0,7.0,5,12,3-24-4561,37.25,-7.973437e-06
537,55.0,7.0,5,13,3-24-4561,37.25,-6.414344e-06
537,55.0,7.0,5,14,3-24-4561,37.25,-7.181003e-06
537,55.0,7.0,5,15,3-24-4561,37.25,-6.883443e-06
537,55.0,7.0,5,16,3-24-4561,0.0,-7.955088e-06
537,55.0,7.0,6,1,3-24-4562,38.625,-8.360273e-06
537,55.0,7.0,6,2,3-24-4562,38.687,-9.288246e-06
537,55.0,7.0,6,3,3-24-4562,38.687,-8.439396e-06
537,55.0,7.0,6,4,3-24-4562,38.687,-8.384759e-06
537,55.0,7.0,6,5,3-24-4562,38.687,-8.816271e-06
537,55.0,7.0,6,6,3-24-4562,38.687,-8.850649e-06
537,55.0,7.0,6,7,3-24-4562,38.687,-9.036004e-06
537,55.0,7.0,6,8,3-24-4562,38.687,-8.141855e-06
537,55.0,7.0,6,9,3-24-4562,38.687,-8.914523e-06
537,55.0,7.0,6,10,3-24-4562,38.687,-9.242793e-06
537,55.0,7.0,6,11,3-24-4562,38.687,-8.715409e-06
537,55.0,7.0,6,12,3-24-4562,38.75,-8.741378e-06
537,55.0,7.0,6,13,3-24-4562,38.75,-9.655447e-06
537,55.0,7.0,6,14,3-24-4562,38.687,-9.164046e-06
537,55.0,7.0,6,15,3-24-4562,38.687,-9.031342e-06
537,55.0,7.0,6,16,3-24-4562,38.687,-8.481366e-06
537,55.0,7.0,7,1,3-24-4563,38.812,-8.174337e-06
537,55.0,7.0,7,2,3-24-4563,38.875,-8.749356e-06
537,55.0,7.0,7,3,3-24-4563,38.937,-1.19474e-05
537,55.0,7.0,7,4,3-24-4563,38.875,-1.02865e-05
537,55.0,7.0,7,5,3-24-4563,38.875,-7.713035e-06
537,55.0,7.0,7,6,3-24-4563,38.875,-8.957102e-06
537,55.0,7.0,7,7,3-24-4563,38.875,-8.383027e-06
537,55.0,7.0,7,8,3-24-4563,38.875,-1.131407e-05
537,55.0,7.0,7,9,3-24-4563,38.875,-8.772125e-06
537,55.0,7.0,7,10,3-24-4563,38.937,-8.961967e-06
537,55.0,7.0,7,11,3-24-4563,38.875,-8.90157e-06
537,55.0,7.0,7,12,3-24-4563,38.875,-1.063715e-05
537,55.0,7.0,7,13,3-24-4563,38.875,-8.997615e-06
537,55.0,7.0,7,14,3-24-4563,38.875,-7.144589e-06
537,55.0,7.0,7,15,3-24-4563,38.937,-8.813834e-06
537,55.0,7.0,7,16,3-24-4563,38.875,-9.791426e-06
537,55.0,7.0,8,1,3-24-4564,37.812,-9.744441e-06
537,55.0,7.0,8,2,3-24-4564,37.812,-9.405484e-06
537,55.0,7.0,8,3,3-24-4564,37.875,-8.839779e-06
537,55.0,7.0,8,4,3-24-4564,37.812,-6.749507e-06
537,55.0,7.0,8,5,3-24-4564,37.812,-9.75951e-06
537,55.0,7.0,8,6,3-24-4564,37.812,-1.013102e-05
537,55.0,7.0,8,7,3-24-4564,37.812,-9.771049e-06
537,55.0,7.0,8,8,3-24-4564,37.812,-7.179269e-06
537,55.0,7.0,8,9,3-24-4564,37.812,-9.956102e-06
537,55.0,7.0,8,10,3-24-4564,37.812,-9.957085e-06
537,55.0,7.0,8,11,3-24-4564,37.812,-1.008289e-05
537,55.0,7.0,8,12,3-24-4564,37.812,-7.245033e-06
537,55.0,7.0,8,13,3-24-4564,37.812,-9.820532e-06
537,55.0,7.0,8,14,3-24-4564,37.812,-1.015798e-05
537,55.0,7.0,8,15,3-24-4564,37.875,-9.750062e-06
537,55.0,7.0,8,16,3-24-4564,37.875,-7.680771e-06
537,55.0,7.0,9,1,3-24-4565,37.0,-7.245124e-06
537,55.0,7.0,9,2,3-24-4565,37.0,-7.495301e-06
537,55.0,7.0,9,3,3-24-4565,37.062,-1.130542e-05
537,55.0,7.0,9,4,3-24-4565,37.062,-6.686055e-06
537,55.0,7.0,9,5,3-24-4565,37.0,-6.972835e-06
537,55.0,7.0,9,6,3-24-4565,37.062,-7.133876e-06
537,55.0,7.0,9,7,3-24-4565,37.0,-7.847244e-06
537,55.0,7.0,9,8,3-24-4565,37.0,-6.600564e-06
537,55.0,7.0,9,9,3-24-4565,37.062,-6.938261e-06
537,55.0,7.0,9,10,3-24-4565,37.0,-7.386604e-06
537,55.0,7.0,9,11,3-24-4565,37.0,-7.679416e-06
537,55.0,7.0,9,12,3-24-4565,37.062,-8.608021e-06
537,55.0,7.0,9,13,3-24-4565,37.062,-6.472291e-06
537,55.0,7.0,9,14,3-24-4565,37.062,-6.897577e-06
537,55.0,7.0,9,15,3-24-4565,37.062,-7.970133e-06
537,55.0,7.0,9,16,3-24-4565,37.062,-1.06483e-05
537,55.0,7.0,10,1,3-24-4566,38.812,-7.629626e-06
537,55.0,7.0,10,2,3-24-4566,38.812,-7.99048e-06
537,55.0,7.0,10,3,3-24-4566,38.875,-9.747078e-06
537,55.0,7.0,10,4,3-24-4566,38.812,-1.358885e-05
537,55.0,7.0,10,5,3-24-4566,38.812,-8.693486e-06
537,55.0,7.0,10,6,3-24-4566,38.875,-7.922758e-06
537,55.0,7.0,10,7,3-24-4566,38.875,-8.553289e-06
537,55.0,7.0,10,8,3-24-4566,38.812,-1.301046e-05
537,55.0,7.0,10,9,3-24-4566,38.812,-8.206971e-06
537,55.0,7.0,10,10,3-24-4566,38.812,-7.742468e-06
537,55.0,7.0,10,11,3-24-4566,38.812,-8.446302e-06
537,55.0,7.0,10,12,3-24-4566,38.875,-1.360104e-05
537,55.0,7.0,10,13,3-24-4566,38.875,-7.929681e-06
537,55.0,7.0,10,14,3-24-4566,38.875,-7.256706e-06
537,55.0,7.0,10,15,3-24-4566,38.875,-7.897866e-06
537,55.0,7.0,10,16,3-24-4566,38.875,-1.338987e-05
537,55.0,7.0,11,1,3-24-4567,38.875,-7.915323e-06
537,55.0,7.0,11,2,3-24-4567,38.937,-9.089853e-06
537,55.0,7.0,11,3,3-24-4567,39.0,-1.071792e-05
537,55.0,7.0,11,4,3-24-4567,38.937,-1.001902e-05
537,55.0,7.0,11,5,3-24-4567,38.937,-1.316472e-05
537,55.0,7.0,11,6,3-24-4567,39.0,-8.858743e-06
537,55.0,7.0,11,7,3-24-4567,39.0,-1.008162e-05
537,55.0,7.0,11,8,3-24-4567,39.0,-1.080146e-05
537,55.0,7.0,11,9,3-24-4567,38.937,-1.320684e-05
537,55.0,7.0,11,10,3-24-4567,38.937,-8.838271e-06
537,55.0,7.0,11,11,3-24-4567,38.937,-1.062545e-05
537,55.0,7.0,11,12,3-24-4567,39.0,-1.025978e-05
537,55.0,7.0,11,13,3-24-4567,39.0,-1.235275e-05
537,55.0,7.0,11,14,3-24-4567,39.0,-7.853659e-06
537,55.0,7.0,11,15,3-24-4567,39.0,-8.683486e-06
537,55.0,7.0,11,16,3-24-4567,38.937,-9.821676e-06
537,55.0,7.0,12,1,3-24-0194,37.625,-3.203809e-06
537,55.0,7.0,12,2,3-24-0194,37.625,-3.245278e-06
537,55.0,7.0,12,3,3-24-0194,37.625,-3.234585e-06
537,55.0,7.0,12,4,3-24-0194,37.625,-3.129853e-06
537,55.0,7.0,12,5,3-24-0194,37.625,-3.222698e-06
537,55.0,7.0,12,6,3-24-0194,37.687,-3.301475e-06
537,55.0,7.0,12,7,3-24-0194,37.625,-3.518143e-06
537,55.0,7.0,12,8,3-24-0194,37.625,-2.900987e-06
537,55.0,7.0,12,9,3-24-0194,37.687,-3.524158e-06
537,55.0,7.0,12,10,3-24-0194,37.687,-3.285001e-06
537,55.0,7.0,12,11,3-24-0194,37.625,-3.455417e-06
537,55.0,7.0,12,12,3-24-0194,37.687,-2.985325e-06
537,55.0,7.0,12,13,3-24-0194,37.687,-3.55261e-06
537,55.0,7.0,12,14,3-24-0194,37.687,-3.435469e-06
537,55.0,7.0,12,15,3-24-0194,37.625,-3.236535e-06
537,55.0,7.0,12,16,3-24-0194,37.625,-3.12462e-06
537,55.0,7.0,13,1,3-24-4569,36.562,-1.204163e-05
537,55.0,7.0,13,2,3-24-4569,36.562,-1.186655e-05
537,55.0,7.0,13,3,3-24-4569,36.5,-8.965668e-06
537,55.0,7.0,13,4,3-24-4569,36.562,-8.254528e-06
537,55.0,7.0,13,5,3-24-4569,36.5,-1.376779e-05
537,55.0,7.0,13,6,3-24-4569,36.562,-1.171172e-05
537,55.0,7.0,13,7,3-24-4569,36.562,-8.289659e-06
537,55.0,7.0,13,8,3-24-4569,36.562,-8.695804e-06
537,55.0,7.0,13,9,3-24-4569,36.562,-1.106955e-05
537,55.0,7.0,13,10,3-24-4569,36.562,-1.312328e-05
537,55.0,7.0,13,11,3-24-4569,36.562,-7.284269e-06
537,55.0,7.0,13,12,3-24-4569,36.562,-8.204738e-06
537,55.0,7.0,13,13,3-24-4569,36.562,-1.14264e-05
537,55.0,7.0,13,14,3-24-4569,36.625,-1.115714e-05
537,55.0,7.0,13,15,3-24-4569,36.562,-6.904419e-06
537,55.0,7.0,13,16,3-24-4569,36.562,-7.550394e-06
537,55.0,7.0,14,1,3-24-4570,37.375,-9.404718e-06
537,55.0,7.0,14,2,3-24-4570,37.375,-1.00361e-05
537,55.0,7.0,14,3,3-24-4570,37.375,-1.003251e-05
537,55.0,7.0,14,4,3-24-4570,37.437,-6.794758e-06
537,55.0,7.0,14,5,3-24-4570,37.375,-9.047587e-06
537,55.0,7.0,14,6,3-24-4570,37.375,-1.168437e-05
537,55.0,7.0,14,7,3-24-4570,37.375,-1.127659e-05
537,55.0,7.0,14,8,3-24-4570,37.437,-7.465558e-06
537,55.0,7.0,14,9,3-24-4570,37.375,-8.343526e-06
537,55.0,7.0,14,10,3-24-4570,37.375,-1.037861e-05
537,55.0,7.0,14,11,3-24-4570,37.437,-1.052544e-05
537,55.0,7.0,14,12,3-24-4570,37.437,-6.570644e-06
537,55.0,7.0,14,13,3-24-4570,37.437,-7.915312e-06
537,55.0,7.0,14,14,3-24-4570,37.375,-8.845685e-06
537,55.0,7.0,14,15,3-24-4570,37.375,-9.721274e-06
537,55.0,7.0,14,16,3-24-4570,37.375,-8.005991e-06
537,55.0,7.0,15,1,3-25-4571,37.312,-1.247312e-05
537,55.0,7.0,15,2,3-25-4571,37.312,-1.342074e-05
537,55.0,7.0,15,3,3-25-4571,37.312,-1.31314e-05
537,55.0,7.0,15,4,3-25-4571,37.375,-1.130772e-05
537,55.0,7.0,15,5,3-25-4571,37.312,-1.248861e-05
537,55.0,7.0,15,6,3-25-4571,37.312,-1.30574e-05
537,55.0,7.0,15,7,3-25-4571,37.375,-1.335516e-05
537,55.0,7.0,15,8,3-25-4571,37.312,-1.237094e-05
537,55.0,7.0,15,9,3-25-4571,37.312,-1.144177e-05
537,55.0,7.0,15,10,3-25-4571,37.312,-1.379965e-05
537,55.0,7.0,15,11,3-25-4571,37.375,-1.195936e-05
537,55.0,7.0,15,12,3-25-4571,37.312,-1.117606e-05
537,55.0,7.0,15,13,3-25-4571,37.375,-1.127279e-05
537,55.0,7.0,15,14,3-25-4571,37.312,-1.171442e-05
537,55.0,7.0,15,15,3-25-4571,37.312,-1.271042e-05
537,55.0,7.0,15,16,3-25-4571,37.312,-1.14747e-05
537,55.0,7.0,16,1,0-0-0000,0.0,-3.040184e-12
537,55.0,7.0,16,2,0-0-0000,0.0,3.091249e-12
537,55.0,7.0,16,3,0-0-0000,0.0,5.154051e-14
537,55.0,7.0,16,4,0-0-0000,0.0,6.120683e-12
537,55.0,7.0,16,5,0-0-0000,0.0,-6.950007e-12
537,55.0,7.0,16,6,0-0-0000,0.0,-4.298884e-12
537,55.0,7.0,16,7,0-0-0000,0.0,3.000852e-13
537,55.0,7.0,16,8,0-0-0000,0.0,-3.165715e-12
537,55.0,7.0,16,9,0-0-0000,0.0,-2.150921e-12
537,55.0,7.0,16,10,0-0-0000,0.0,-2.956567e-12
537,55.0,7.0,16,11,0-0-0000,0.0,-6.937406e-12
537,55.0,7.0,16,12,0-0-0000,0.0,-2.046241e-12
537,55.0,7.0,16,13,0-0-0000,0.0,-1.645398e-12
537,55.0,7.0,16,14,0-0-0000,0.0,1.080986e-12
537,55.0,7.0,16,15,0-0-0000,0.0,1.850389e-13
537,55.0,7.0,16,16,0-0-0000,0.0,-2.643494e-12
538,48.0,0.0,1,1,3-25-0195,36.0,-5.446111e-08
538,48.0,0.0,1,2,3-25-0195,36.0,-5.346508e-08
538,48.0,0.0,1,3,3-25-0195,36.0,-5.338082e-08
538,48.0,0.0,1,4,3-25-0195,36.0,-5.475817e-08
538,48.0,0.0,1,5,3-25-0195,36.062,-5.672059e-08
538,48.0,0.0,1,6,3-25-0195,36.062,-5.468494e-08
538,48.0,0.0,1,7,3-25-0195,36.062,-5.757024e-08
538,48.0,0.0,1,8,3-25-0195,36.062,-5.624192e-08
538,48.0,0.0,1,9,3-25-0195,36.125,-5.465181e-08
538,48.0,0.0,1,10,3-25-0195,36.125,-5.907678e-08
538,48.0,0.0,1,11,3-25-0195,36.125,-5.765656e-08
538,48.0,0.0,1,12,3-25-0195,36.125,-5.592207e-08
538,48.0,0.0,1,13,3-25-0195,36.125,-6.030702e-08
538,48.0,0.0,1,14,3-25-0195,36.125,-5.405429e-08
538,48.0,0.0,1,15,3-25-0195,36.125,-5.751913e-08
538,48.0,0.0,1,16,3-25-0195,36.187,-5.532045e-08
538,48.0,0.0,2,1,3-25-4773,36.875,-5.163758e-08
538,48.0,0.0,2,2,3-25-4773,36.937,-5.220123e-08
538,48.0,0.0,2,3,3-25-4773,36.937,-5.100975e-08
538,48.0,0.0,2,4,3-25-4773,37.0,-5.255283e-08
538,48.0,0.0,2,5,3-25-4773,37.0,-5.547123e-08
538,48.0,0.0,2,6,3-25-4773,37.0,-5.412218e-08
538,48.0,0.0,2,7,3-25-4773,37.0,-5.467551e-08
538,48.0,0.0,2,8,3-25-4773,37.0,-5.45574e-08
538,48.0,0.0,2,9,3-25-4773,37.0,-5.69384e-08
538,48.0,0.0,2,10,3-25-4773,37.0,-5.677192e-08
538,48.0,0.0,2,11,3-25-4773,37.0,-5.792337e-08
538,48.0,0.0,2,12,3-25-4773,37.062,-5.718011e-08
538,48.0,0.0,2,13,3-25-4773,37.062,-5.661096e-08
538,48.0,0.0,2,14,3-25-4773,37.062,-5.832124e-08
538,48.0,0.0,2,15,3-25-4773,37.125,-5.546919e-08
538,48.0,0.0,2,16,3-25-4773,37.125,-5.598239e-08
538,48.0,0.0,3,1,3-25-4774,36.812,-5.193574e-08
538,48.0,0.0,3,2,3-25-4774,36.812,-5.259336e-08
538,48.0,0.0,3,3,3-25-4774,36.875,-5.107439e-08
538,48.0,0.0,3,4,3-25-4774,36.875,-5.062262e-08
538,48.0,0.0,3,5,3-25-4774,36.875,-5.607474e-08
538,48.0,0.0,3,6,3-25-4774,36.937,-5.155858e-08
538,48.0,0.0,3,7,3-25-4774,36.937,-5.368956e-08
538,48.0,0.0,3,8,3-25-4774,36.937,-5.246834e-08
538,48.0,0.0,3,9,3-25-4774,36.937,-5.645329e-08
538,48.0,0.0,3,10,3-25-4774,36.937,-5.844677e-08
538,48.0,0.0,3,11,3-25-4774,36.937,-5.598218e-08
538,48.0,0.0,3,12,3-25-4774,36.937,-5.091757e-08
538,48.0,0.0,3,13,3-25-4774,37.0,-5.662251e-08
538,48.0,0.0,3,14,3-25-4774,37.0,-5.545929e-08
538,48.0,0.0,3,15,3-25-4774,37.0,-5.491845e-08
538,48.0,0.0,3,16,3-25-4774,37.0,-5.456825e-08
538,48.0,0.0,4,1,3-25-4775,36.812,-5.398334e-08
538,48.0,0.0,4,2,3-25-4775,36.875,-5.218603e-08
538,48.0,0.0,4,3,3-25-4775,36.875,-5.39592e-08
538,48.0,0.0,4,4,3-25-4775,36.937,-5.581177e-08
538,48.0,0.0,4,5,3-25-4775,36.875,-5.373541e-08
538,48.0,0.0,4,6,3-25-4775,36.937,-5.432186e-08
538,48.0,0.0,4,7,3-25-4775,36.937,-5.487929e-08
538,48.0,0.0,4,8,3-25-4775,36.937,-5.481989e-08
538,48.0,0.0,4,9,3-25-4775,36.937,-5.588572e-08
538,48.0,0.0,4,10,3-25-4775,36.937,-5.611986e-08
538,48.0,0.0,4,11,3-25-4775,37.0,-5.724574e-08
538,48.0,0.0,4,12,3-25-4775,37.0,-5.374299e-08
538,48.0,0.0,4,13,3-25-4775,37.0,-5.54505e-08
538,48.0,0.0,4,14,3-25-4775,37.0,-5.45926e-08
538,48.0,0.0,4,15,3-25-4775,37.0,-5.367117e-08
538,48.0,0.0,4,16,3-25-4775,37.062,-5.399861e-08
538,48.0,0.0,5,1,3-25-4776,36.937,-5.811313e-08
538,48.0,0.0,5,2,3-25-4776,36.937,-6.030282e-08
538,48.0,0.0,5,3,3-25-4776,37.0,-6.00735e-08
538,48.0,0.0,5,4,3-25-4776,37.0,-6.178033e-08
538,48.0,0.0,5,5,3-25-4776,37.0,-5.479345e-08
538,48.0,0.0,5,6,3-25-4776,37.0,-6.340228e-08
538,48.0,0.0,5,7,3-25-4776,37.062,-6.310317e-08
538,48.0,0.0,5,8,3-25-4776,37.062,-6.13072e-08
538,48.0,0.0,5,9,3-25-4776,37.062,-6.038989e-08
538,48.0,0.0,5,10,3-25-4776,37.125,-6.00003e-08
538,48.0,0.0,5,11,3-25-4776,37.062,-6.273704e-08
538,48.0,0.0,5,12,3-25-4776,37.125,-6.085474e-08
538,48.0,0.0,5,13,3-25-4776,37.125,-5.836182e-08
538,48.0,0.0,5,14,3-25-4776,37.125,-5.930677e-08
538,48.0,0.0,5,15,3-25-4776,37.125,-6.048108e-08
538,48.0,0.0,5,16,3-25-4776,37.187,-5.860291e-08
538,48.0,0.0,6,1,3-25-0196,38.312,-6.113603e-08
538,48.0,0.0,6,2,3-25-0196,38.375,-6.247814e-08
538,48.0,0.0,6,3,3-25-0196,38.437,-6.167206e-08
538,48.0,0.0,6,4,3-25-0196,38.437,-5.760358e-08
538,48.0,0.0,6,5,3-25-0196,38.437,-6.460153e-08
538,48.0,0.0,6,6,3-25-0196,38.5,-6.42541e-08
538,48.0,0.0,6,7,3-25-0196,38.5,-6.312612e-08
538,48.0,0.0,6,8,3-25-0196,38.5,-5.991069e-08
538,48.0,0.0,6,9,3-25-0196,38.5,-6.598439e-08
538,48.0,0.0,6,10,3-25-0196,38.562,-6.582484e-08
538,48.0,0.0,6,11,3-25-0196,38.562,-6.446611e-08
538,48.0,0.0,6,12,3-25-0196,38.562,-6.069186e-08
538,48.0,0.0,6,13,3-25-0196,38.562,-6.787429e-08
538,48.0,0.0,6,14,3-25-0196,38.562,-6.391701e-08
538,48.0,0.0,6,15,3-25-0196,38.625,-6.599408e-08
538,48.0,0.0,6,16,3-25-0196,38.625,-6.184477e-08
538,48.0,0.0,7,1,3-25-4778,38.562,-6.419451e-08
538,48.0,0.0,7,2,3-25-4778,38.562,-6.423804e-08
538,48.0,0.0,7,3,3-25-4778,38.625,-6.449223e-08
538,48.0,0.0,7,4,3-25-4778,38.625,-6.326694e-08
538,48.0,0.0,7,5,3-25-4778,38.625,-6.867337e-08
538,48.0,0.0,7,6,3-25-4778,38.687,-6.546072e-08
538,48.0,0.0,7,7,3-25-4778,38.687,-6.586687e-08
538,48.0,0.0,7,8,3-25-4778,38.687,-6.952093e-08
538,48.0,0.0,7,9,3-25-4778,38.75,-6.707707e-08
538,48.0,0.0,7,10,3-25-4778,38.75,-7.055564e-08
538,48.0,0.0,7,11,3-25-4778,38.75,-6.776296e-08
538,48.0,0.0,7,12,3-25-4778,38.75,-6.858563e-08
538,48.0,0.0,7,13,3-25-4778,38.812,-6.751151e-08
538,48.0,0.0,7,14,3-25-4778,38.812,-6.446533e-08
538,48.0,0.0,7,15,3-25-4778,38.812,-6.723595e-08
538,48.0,0.0,7,16,3-25-4778,38.812,-6.745835e-08
538,48.0,0.0,8,1,3-25-0197,37.5,-5.665102e-08
538,48.0,0.0,8,2,3-25-0197,37.562,-5.448692e-08
538,48.0,0.0,8,3,3-25-0197,37.562,-5.383695e-08
538,48.0,0.0,8,4,3-25-0197,37.687,-5.452077e-08
538,48.0,0.0,8,5,3-25-0197,37.625,-5.718982e-08
538,48.0,0.0,8,6,3-25-0197,37.625,-5.694117e-08
538,48.0,0.0,8,7,3-25-0197,37.687,-5.815065e-08
538,48.0,0.0,8,8,3-25-0197,37.687,-5.32125e-08
538,48.0,0.0,8,9,3-25-0197,37.687,-5.894227e-08
538,48.0,0.0,8,10,3-25-0197,37.687,-5.57738e-08
538,48.0,0.0,8,11,3-25-0197,37.687,-5.874675e-08
538,48.0,0.0,8,12,3-25-0197,37.75,-5.309437e-08
538,48.0,0.0,8,13,3-25-0197,37.75,-5.246921e-08
538,48.0,0.0,8,14,3-25-0197,37.75,-5.484268e-08
538,48.0,0.0,8,15,3-25-0197,37.75,-5.42376e-08
538,48.0,0.0,8,16,3-25-0197,37.75,-5.32664e-08
538,48.0,0.0,9,1,3-25-0199,36.75,-5.634343e-08
538,48.0,0.0,9,2,3-25-0199,36.812,-5.88564e-08
538,48.0,0.0,9,3,3-25-0199,36.812,-6.017366e-08
538,48.0,0.0,9,4,3-25-0199,36.875,-5.782028e-08
538,48.0,0.0,9,5,3-25-0199,36.875,-5.551315e-08
538,48.0,0.0,9,6,3-25-0199,36.937,-6.331246e-08
538,48.0,0.0,9,7,3-25-0199,36.875,-6.283651e-08
538,48.0,0.0,9,8,3-25-0199,36.875,-5.897867e-08
538,48.0,0.0,9,9,3-25-0199,36.875,-5.560367e-08
538,48.0,0.0,9,10,3-25-0199,36.937,-6.112553e-08
538,48.0,0.0,9,11,3-25-0199,36.937,-5.996781e-08
538,48.0,0.0,9,12,3-25-0199,36.937,-5.912925e-08
538,48.0,0.0,9,13,3-25-0199,36.937,-5.294635e-08
538,48.0,0.0,9,14,3-25-0199,36.937,-5.730221e-08
538,48.0,0.0,9,15,3-25-0199,36.937,-5.790595e-08
538,48.0,0.0,9,16,3-25-0199,36.937,-6.093007e-08
538,48.0,0.0,10,1,3-26-0200,38.5,-6.692241e-08
538,48.0,0.0,10,2,3-26-0200,38.562,-6.831014e-08
538,48.0,0.0,10,3,3-26-0200,38.562,-6.376225e-08
538,48.0,0.0,10,4,3-26-0200,38.625,-6.620129e-08
538,48.0,0.0,10,5,3-26-0200,38.625,-6.675528e-08
538,48.0,0.0,10,6,3-26-0200,38.687,-6.714554e-08
538,48.0,0.0,10,7,3-26-0200,38.687,-6.413732e-08
538,48.0,0.0,10,8,3-26-0200,38.687,-6.218532e-08
538,48.0,0.0,10,9,3-26-0200,38.687,-6.440195e-08
538,48.0,0.0,10,10,3-26-0200,38.687,-6.855741e-08
538,48.0,0.0,10,11,3-26-0200,38.75,-6.631041e-08
538,48.0,0.0,10,12,3-26-0200,38.75,-6.239733e-08
538,48.0,0.0,10,13,3-26-0200,38.75,-6.567424e-08
538,48.0,0.0,10,14,3-26-0200,38.75,-6.553127e-08
538,48.0,0.0,10,15,3-26-0200,38.75,-6.351843e-08
538,48.0,0.0,10,16,3-26-0200,38.75,-6.289333e-08
538,48.0,0.0,11,1,3-26-4782,38.625,-6.745766e-08
538,48.0,0.0,11,2,3-26-4782,38.687,-6.05985e-08
